accession,sample_name,collection_date,isolation_source,geo_loc_name,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,collection_site_id,project_name,collected_by,sequenced_by,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_population_source,purpose_of_ww_sampling,concentration_method,extraction_method,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,BioSampleModel,enrichment_kit,amplicon_PCR_primer_scheme,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,experiment_id,SRA_id,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,organism,ww_processing_protocol,ww_endog_control_1,ww_endog_control_1_conc,ww_endog_control_1_protocol,ww_endog_control_1_units,ww_primary_sludge_retention_time,ww_surv_target_2_gene,ww_surv_target_2_known_present,ww_surv_target_2_protocol,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,quality_control_details,sample_title,sequencing_protocol_name,site_id,assembly,Center_Name,Collection_time,library_preparation_kit,wwtp,barcode,loader,specimen_processing,specimen_processing_details,specimen_processing_id,Note,ENA_first_public,INSDC_center_name,INSDC_status,Submitter_Id,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),investigation_type,name_of_the_sampling_site,scientific_name,sewage_type,surveillance_target,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,host,host_disease,isolate,Contains_RNA_extracts_(sample_codes),Cq_(N1),Cq_(N2),Date_of_amplification_(ARTIC),External_Id,Forward_file_name,INSDC_center_alias,INSDC_first_public,INSDC_last_update,No._replicate,Reverse_file_name,Sequenced_where/how,Storage_location_at_NIB,environment_(biome),environment_(feature),environment_(material),sequencing_method,wastewater/sludge_environmental_package,DNA_concentration_(Qubit),Date_of_sending/transfer_to_sequencing_location,amount_or_size_of_sample_collected,area_of_sampling_site,geographic_location_(region_and_locality),nucleic_acid_amplification,nucleic_acid_extraction,population_size_of_the_catchment_area,receipt_date,sample_storage_duration,sample_storage_location,sample_transportation_date,sample_transportation_time,sampling_time_point,size_of_the_catchment_area,surveillance_target_(scientific_name),ww_surv_target_1_extract_unit,file_name,ww_endog_control_2_conc,ww_endog_control_2_units,ww_sample_salinity,ww_surv_target_1_extract,ww_surv_target_2_extract_unit,ww_endog_control_2,ww_endog_control_2_protocol,samp_rep_tech,lat_lon,attribute_package,ProjectAccession,PublicAccession,Genus,Species,Dehosting_Method,env_broad_scale,env_local_scale,env_medium,source_uvig,virus_enrich_appr,quality_control_issue,Copies/uL_input,sample_id,filename,filename2,filename3,filename4,sequenced_by[1],sequenced_by[2],sample_number,broad-scale_environmental_context,depth,environmental_medium,local_environmental_context,library_design,options,File_name,DD,"Department_of_Endocrinology,_Diabetes_and_Metabolism,_University_Children's_Hospital,_University_Medical_Centre_Ljubljana",2022-01-17,2023-06-01,wastewater/sludge,18.8,wastewater_treatment_plant_influent,wastewater_treatment_plant,Slovenia,WW0024_22_AR_1_S5_L001_R1_001.fastq.gz,Severe_acute_respiratory_syndrome_coronavirus_2,WW0024_22_AR_1_S5_L001_R2_001.fastq.gz,46,29.8,WW0022_22_AR_2_S4_L001_R1_001.fastq.gz,WW0022_22_AR_2_S4_L001_R2_001.fastq.gz,Remarks,replicate,primer_set,Ct,primer_pool,Min._Collection_Date,sample_storage_temperature,sample_storage_time,ww_sample_Site,NA,8.94232,0,12.50551,10.0474,11.79841,9.57418,12.19092,9.58483,10.11528,10.36565,10.20975,10.17251,11.72463,10.415,12.27225,12.45051,10.14083,12.61494,11.72608,12.31886,10.24266,11.34173,9.86547,12.283,10.00571,8.42243,9.85318,9.53854,9.72176,geo_loc_country,geo_loc_region,broker_name,collector_name,fasta_file,geographic_location
SRR26776807,20230502NY073021873A,2023-05-02,wastewater,USA: New York,6191.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY073021873A,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,0.5,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26776807,SRX22475435,7:00,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY6191,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR26773325,20230502NY007024414B,2023-05-02,wastewater,USA: New York,24672.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY007024414B,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,47.71,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26773325,SRX22471777,8:00,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY24672,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR26776825,20230502NY033029939A,2023-05-02,wastewater,USA: New York,4918.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY033029939A,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,2.62,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26776825,SRX22475417,7:00,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY4918,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR26776809,20230502NY065030864A,2023-05-02,wastewater,USA: New York,27849.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY065030864A,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,9.3,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26776809,SRX22475433,8:00,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY27849,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR26777420,20230502NY117029475A,2023-05-02,wastewater,USA: New York,8931.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY117029475A,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,2.03,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26777420,SRX22476013,7:40,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY8931,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR26776814,20230502NY057020290A,2023-05-02,wastewater,USA: New York,19679.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY057020290A,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,8.0,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26776814,SRX22475428,4:30,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY19679,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR26776805,20230502NY075029106A,2023-05-02,wastewater,USA: New York,14199.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY075029106A,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,7.79,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26776805,SRX22475437,7:40,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY14199,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR26777431,20230502NY089236586A,2023-05-02,wastewater,USA: New York,14475.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY089236586A,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,2.42,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26777431,SRX22476002,7:30,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY14475,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR26776822,20230502NY037030546A,2023-05-02,wastewater,USA: New York,4191.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY037030546A,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,0.47,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26776822,SRX22475420,7:00,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY4191,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR26773322,20230502NY011021903A,2023-05-02,wastewater,USA: New York,31814.0,24,raw wastewater,composite,SARS-CoV-2,yes,,NYWWSN,New York State Department of Health,New York Department of Health,wastewater treatment plant,ny,20230502NY011021903A,,public health surveillance community-level,ultracentrifugation,zymo quick-rna fungal/bacterial miniprep #r2014,,-1.0,copies/L wastewater,ip2 and ip4 combined,,22.11,SARS-CoV-2: wastewater surveillance,,,,nwss@cdc.gov,,SRR26773322,SRX22471780,7:10,,,,,,,,,SARS-CoV2 surveillance,,,,,,,,,,,,,,,,,,,,,NY31814,NC_045512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,New York,,,,
SRR25652489,,2023-05-01,wastewater,USA: California,97000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,219-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25652489,SRX21378569,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25653051,,2023-05-01,wastewater,USA: California,30000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,198-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25653051,SRX21378570,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR27492144,,2023-05-01,wastewater,USA: North Carolina,22000.0,24,raw wastewater,grab,SARS-CoV-2,no,Wallace Regional WWTP,GenomeTrakr; LFFM ww project,North Carolina State University - Raleigh,North Carolina State University - Raleigh,wastewater treatment plant,,,utilities billing records,public health surveillance community-level,membrane filtration with addition of mgcl2,qiagen rneasy kit,,-1.0,copies/L,N gene (N1),US CDC Real-Time Reverse Transcription PCR Panel for Detection of Severe Acute Respiratory Syndrome Coronavirus 2,1.19MGD,SARS-CoV-2: wastewater surveillance,,,,,,SRR27492144,SRX23163344,,,1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copies/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,North Carolina,,,,
SRR25653046,,2023-05-01,wastewater,USA: California,350000.0,24,post grit removal,composite,,no,,,,Verily Life Sciences,wastewater treatment plant,,197-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,,-1.0,,,,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25653046,SRX21378971,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR26363703,,2023-05-01,Wastewater treatment plant,USA: Michigan,-1.0,,,,,,,,Central Michigan University,,,,,,,,,,-1.0,,,,,SARS-CoV-2: clinical or host-associated,,,,,,SRR26363703,SRX22071039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI-1,,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,SARS-CoV-2,Wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,Michigan,,,,
SRR25652494,,2023-05-01,wastewater,USA: California,130000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,211-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25652494,SRX21378564,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25652492,,2023-05-01,wastewater,USA: California,130000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,212-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25652492,SRX21378566,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25651290,,2023-05-01,wastewater,USA: California,230000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,78-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25651290,SRX21377356,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25652495,,2023-05-01,wastewater,USA: California,130000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,211-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25652495,SRX21378563,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25652382,,2023-05-01,wastewater,USA: California,45000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,200-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25652382,SRX21378329,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25651289,,2023-05-01,wastewater,USA: California,230000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,78-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25651289,SRX21377357,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25651293,,2023-05-01,wastewater,USA: California,890000,0,primary sludge,grab,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,40-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25651293,SRX21377353,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25651294,,2023-05-01,wastewater,USA: California,890000,0,primary sludge,grab,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,40-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25651294,SRX21377352,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25652493,,2023-05-01,wastewater,USA: California,130000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,212-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25652493,SRX21378565,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR25652490,,2023-05-01,wastewater,USA: California,97000,24,post grit removal,composite,NA,no,,,,Verily Life Sciences,wastewater treatment plant,,219-230501,,public health surveillance community-level,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,-1.0,NA,NA,NA,,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,publichealthteam@verily.com,,SRR25652490,SRX21378568,,,,,,,,,,,,,,,SRA human read removal tool,,,,,,,,,,,,,,,,CA97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,California,,,,
SRR27492139,,2023-05-01,wastewater,USA: North Carolina,35000.0,24,raw wastewater,grab,SARS-CoV-2,no,Henderson WRF,GenomeTrakr; LFFM ww project,North Carolina State University - Raleigh,North Carolina State University - Raleigh,wastewater treatment plant,,,utilities billing records,public health surveillance community-level,membrane filtration with addition of mgcl2,qiagen rneasy kit,,-1.0,copies/L,N gene (N1),US CDC Real-Time Reverse Transcription PCR Panel for Detection of Severe Acute Respiratory Syndrome Coronavirus 2,1.53MGD,SARS-CoV-2: wastewater surveillance,,,,,,SRR27492139,SRX23163349,,,1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copies/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,North Carolina,,,,
